_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
2886,2,Sunnyside Beach,23W,2021-08-16,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2887,2,Sunnyside Beach,17W,2021-08-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2888,2,Sunnyside Beach,20W,2021-08-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2889,2,Sunnyside Beach,21W,2021-08-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2890,2,Sunnyside Beach,18W,2021-08-16,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2891,2,Sunnyside Beach,22W,2021-08-16,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2892,2,Sunnyside Beach,19W,2021-08-16,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2893,1,Marie Curtis Park East Beach,29W,2021-08-15,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2894,1,Marie Curtis Park East Beach,32W,2021-08-15,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2895,1,Marie Curtis Park East Beach,33W,2021-08-15,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2896,1,Marie Curtis Park East Beach,31W,2021-08-15,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2897,1,Marie Curtis Park East Beach,30W,2021-08-15,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2898,2,Sunnyside Beach,23W,2021-08-15,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2899,2,Sunnyside Beach,17W,2021-08-15,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2900,2,Sunnyside Beach,20W,2021-08-15,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2901,2,Sunnyside Beach,21W,2021-08-15,610,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2902,2,Sunnyside Beach,18W,2021-08-15,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2903,2,Sunnyside Beach,22W,2021-08-15,700,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2904,2,Sunnyside Beach,19W,2021-08-15,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2905,1,Marie Curtis Park East Beach,29W,2021-08-14,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2906,1,Marie Curtis Park East Beach,32W,2021-08-14,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2907,1,Marie Curtis Park East Beach,33W,2021-08-14,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2908,1,Marie Curtis Park East Beach,31W,2021-08-14,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2909,1,Marie Curtis Park East Beach,30W,2021-08-14,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2910,2,Sunnyside Beach,23W,2021-08-14,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2911,2,Sunnyside Beach,17W,2021-08-14,350,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2912,2,Sunnyside Beach,20W,2021-08-14,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2913,2,Sunnyside Beach,21W,2021-08-14,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2914,2,Sunnyside Beach,18W,2021-08-14,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2915,2,Sunnyside Beach,22W,2021-08-14,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2916,2,Sunnyside Beach,19W,2021-08-14,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2917,1,Marie Curtis Park East Beach,29W,2021-08-13,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2918,1,Marie Curtis Park East Beach,32W,2021-08-13,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2919,1,Marie Curtis Park East Beach,33W,2021-08-13,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2920,1,Marie Curtis Park East Beach,31W,2021-08-13,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2921,1,Marie Curtis Park East Beach,30W,2021-08-13,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2922,2,Sunnyside Beach,23W,2021-08-13,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2923,2,Sunnyside Beach,17W,2021-08-13,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2924,2,Sunnyside Beach,20W,2021-08-13,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2925,2,Sunnyside Beach,21W,2021-08-13,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2926,2,Sunnyside Beach,18W,2021-08-13,330,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2927,2,Sunnyside Beach,22W,2021-08-13,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2928,2,Sunnyside Beach,19W,2021-08-13,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2929,1,Marie Curtis Park East Beach,29W,2021-08-12,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2930,1,Marie Curtis Park East Beach,32W,2021-08-12,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2931,1,Marie Curtis Park East Beach,33W,2021-08-12,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2932,1,Marie Curtis Park East Beach,31W,2021-08-12,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2933,1,Marie Curtis Park East Beach,30W,2021-08-12,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2934,2,Sunnyside Beach,23W,2021-08-12,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2935,2,Sunnyside Beach,17W,2021-08-12,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2936,2,Sunnyside Beach,20W,2021-08-12,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2937,2,Sunnyside Beach,21W,2021-08-12,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2938,2,Sunnyside Beach,18W,2021-08-12,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2939,2,Sunnyside Beach,22W,2021-08-12,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2940,2,Sunnyside Beach,19W,2021-08-12,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2941,1,Marie Curtis Park East Beach,29W,2021-08-11,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2942,1,Marie Curtis Park East Beach,32W,2021-08-11,450,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2943,1,Marie Curtis Park East Beach,33W,2021-08-11,360,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2944,1,Marie Curtis Park East Beach,31W,2021-08-11,370,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2945,1,Marie Curtis Park East Beach,30W,2021-08-11,510,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2946,2,Sunnyside Beach,23W,2021-08-11,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2947,2,Sunnyside Beach,17W,2021-08-11,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2948,2,Sunnyside Beach,20W,2021-08-11,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2949,2,Sunnyside Beach,21W,2021-08-11,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2950,2,Sunnyside Beach,18W,2021-08-11,410,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2951,2,Sunnyside Beach,22W,2021-08-11,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2952,2,Sunnyside Beach,19W,2021-08-11,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2953,1,Marie Curtis Park East Beach,29W,2021-08-10,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2954,1,Marie Curtis Park East Beach,32W,2021-08-10,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2955,1,Marie Curtis Park East Beach,33W,2021-08-10,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2956,1,Marie Curtis Park East Beach,31W,2021-08-10,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2957,1,Marie Curtis Park East Beach,30W,2021-08-10,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2958,2,Sunnyside Beach,23W,2021-08-10,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2959,2,Sunnyside Beach,17W,2021-08-10,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2960,2,Sunnyside Beach,20W,2021-08-10,840,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2961,2,Sunnyside Beach,21W,2021-08-10,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2962,2,Sunnyside Beach,18W,2021-08-10,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2963,2,Sunnyside Beach,22W,2021-08-10,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2964,2,Sunnyside Beach,19W,2021-08-10,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2965,1,Marie Curtis Park East Beach,29W,2021-08-09,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2966,1,Marie Curtis Park East Beach,32W,2021-08-09,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2967,1,Marie Curtis Park East Beach,33W,2021-08-09,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2968,1,Marie Curtis Park East Beach,31W,2021-08-09,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2969,1,Marie Curtis Park East Beach,30W,2021-08-09,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2970,2,Sunnyside Beach,23W,2021-08-09,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2971,2,Sunnyside Beach,17W,2021-08-09,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2972,2,Sunnyside Beach,20W,2021-08-09,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2973,2,Sunnyside Beach,21W,2021-08-09,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2974,2,Sunnyside Beach,18W,2021-08-09,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2975,2,Sunnyside Beach,22W,2021-08-09,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2976,2,Sunnyside Beach,19W,2021-08-09,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2977,1,Marie Curtis Park East Beach,29W,2021-08-08,420,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2978,1,Marie Curtis Park East Beach,32W,2021-08-08,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2979,1,Marie Curtis Park East Beach,33W,2021-08-08,320,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2980,1,Marie Curtis Park East Beach,31W,2021-08-08,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2981,1,Marie Curtis Park East Beach,30W,2021-08-08,410,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2982,2,Sunnyside Beach,23W,2021-08-08,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2983,2,Sunnyside Beach,17W,2021-08-08,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2984,2,Sunnyside Beach,20W,2021-08-08,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2985,2,Sunnyside Beach,21W,2021-08-08,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2986,2,Sunnyside Beach,18W,2021-08-08,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2987,2,Sunnyside Beach,22W,2021-08-08,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
2988,2,Sunnyside Beach,19W,2021-08-08,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
2989,1,Marie Curtis Park East Beach,29W,2021-08-07,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
2990,1,Marie Curtis Park East Beach,32W,2021-08-07,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
2991,1,Marie Curtis Park East Beach,33W,2021-08-07,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
2992,1,Marie Curtis Park East Beach,31W,2021-08-07,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
2993,1,Marie Curtis Park East Beach,30W,2021-08-07,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
2994,2,Sunnyside Beach,23W,2021-08-07,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
2995,2,Sunnyside Beach,17W,2021-08-07,760,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
2996,2,Sunnyside Beach,20W,2021-08-07,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
2997,2,Sunnyside Beach,21W,2021-08-07,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
2998,2,Sunnyside Beach,18W,2021-08-07,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
2999,2,Sunnyside Beach,22W,2021-08-07,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3000,2,Sunnyside Beach,19W,2021-08-07,340,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3001,1,Marie Curtis Park East Beach,29W,2021-08-06,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3002,1,Marie Curtis Park East Beach,32W,2021-08-06,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3003,1,Marie Curtis Park East Beach,33W,2021-08-06,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3004,1,Marie Curtis Park East Beach,31W,2021-08-06,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3005,1,Marie Curtis Park East Beach,30W,2021-08-06,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3006,2,Sunnyside Beach,23W,2021-08-06,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3007,2,Sunnyside Beach,17W,2021-08-06,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3008,2,Sunnyside Beach,20W,2021-08-06,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3009,2,Sunnyside Beach,21W,2021-08-06,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3010,2,Sunnyside Beach,18W,2021-08-06,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3011,2,Sunnyside Beach,22W,2021-08-06,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3012,2,Sunnyside Beach,19W,2021-08-06,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3013,1,Marie Curtis Park East Beach,29W,2021-08-05,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3014,1,Marie Curtis Park East Beach,32W,2021-08-05,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3015,1,Marie Curtis Park East Beach,33W,2021-08-05,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3016,1,Marie Curtis Park East Beach,31W,2021-08-05,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3017,1,Marie Curtis Park East Beach,30W,2021-08-05,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3018,2,Sunnyside Beach,23W,2021-08-05,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3019,2,Sunnyside Beach,17W,2021-08-05,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3020,2,Sunnyside Beach,20W,2021-08-05,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3021,2,Sunnyside Beach,21W,2021-08-05,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3022,2,Sunnyside Beach,18W,2021-08-05,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3023,2,Sunnyside Beach,22W,2021-08-05,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3024,2,Sunnyside Beach,19W,2021-08-05,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3025,1,Marie Curtis Park East Beach,29W,2021-08-04,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3026,1,Marie Curtis Park East Beach,32W,2021-08-04,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3027,1,Marie Curtis Park East Beach,33W,2021-08-04,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3028,1,Marie Curtis Park East Beach,31W,2021-08-04,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3029,1,Marie Curtis Park East Beach,30W,2021-08-04,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3030,2,Sunnyside Beach,23W,2021-08-04,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3031,2,Sunnyside Beach,17W,2021-08-04,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3032,2,Sunnyside Beach,20W,2021-08-04,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3033,2,Sunnyside Beach,21W,2021-08-04,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3034,2,Sunnyside Beach,18W,2021-08-04,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3035,2,Sunnyside Beach,22W,2021-08-04,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3036,2,Sunnyside Beach,19W,2021-08-04,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3037,1,Marie Curtis Park East Beach,29W,2021-08-03,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3038,1,Marie Curtis Park East Beach,32W,2021-08-03,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3039,1,Marie Curtis Park East Beach,33W,2021-08-03,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3040,1,Marie Curtis Park East Beach,31W,2021-08-03,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3041,1,Marie Curtis Park East Beach,30W,2021-08-03,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3042,2,Sunnyside Beach,23W,2021-08-03,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3043,2,Sunnyside Beach,17W,2021-08-03,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3044,2,Sunnyside Beach,20W,2021-08-03,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3045,2,Sunnyside Beach,21W,2021-08-03,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3046,2,Sunnyside Beach,18W,2021-08-03,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3047,2,Sunnyside Beach,22W,2021-08-03,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3048,2,Sunnyside Beach,19W,2021-08-03,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3049,1,Marie Curtis Park East Beach,29W,2021-08-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3050,1,Marie Curtis Park East Beach,32W,2021-08-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3051,1,Marie Curtis Park East Beach,33W,2021-08-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3052,1,Marie Curtis Park East Beach,31W,2021-08-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3053,1,Marie Curtis Park East Beach,30W,2021-08-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3054,2,Sunnyside Beach,23W,2021-08-02,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3055,2,Sunnyside Beach,17W,2021-08-02,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3056,2,Sunnyside Beach,20W,2021-08-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3057,2,Sunnyside Beach,21W,2021-08-02,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3058,2,Sunnyside Beach,18W,2021-08-02,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3059,2,Sunnyside Beach,22W,2021-08-02,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3060,2,Sunnyside Beach,19W,2021-08-02,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3061,1,Marie Curtis Park East Beach,29W,2021-08-01,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3062,1,Marie Curtis Park East Beach,32W,2021-08-01,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3063,1,Marie Curtis Park East Beach,33W,2021-08-01,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3064,1,Marie Curtis Park East Beach,31W,2021-08-01,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3065,1,Marie Curtis Park East Beach,30W,2021-08-01,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3066,2,Sunnyside Beach,23W,2021-08-01,NA,No data,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3067,2,Sunnyside Beach,17W,2021-08-01,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3068,2,Sunnyside Beach,20W,2021-08-01,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3069,2,Sunnyside Beach,21W,2021-08-01,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3070,2,Sunnyside Beach,18W,2021-08-01,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3071,2,Sunnyside Beach,22W,2021-08-01,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3072,2,Sunnyside Beach,19W,2021-08-01,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3073,1,Marie Curtis Park East Beach,29W,2021-07-31,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
3074,1,Marie Curtis Park East Beach,32W,2021-07-31,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
3075,1,Marie Curtis Park East Beach,33W,2021-07-31,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
3076,1,Marie Curtis Park East Beach,31W,2021-07-31,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
3077,1,Marie Curtis Park East Beach,30W,2021-07-31,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
3078,2,Sunnyside Beach,23W,2021-07-31,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
3079,2,Sunnyside Beach,17W,2021-07-31,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
3080,2,Sunnyside Beach,20W,2021-07-31,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
3081,2,Sunnyside Beach,21W,2021-07-31,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
3082,2,Sunnyside Beach,18W,2021-07-31,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
3083,2,Sunnyside Beach,22W,2021-07-31,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
3084,2,Sunnyside Beach,19W,2021-07-31,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
3085,1,Marie Curtis Park East Beach,29W,2021-07-30,1000,>,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
