_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
19101,2,Sunnyside Beach,20W,2008-07-02,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19102,1,Marie Curtis Park East Beach,29W,2008-07-01,910,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19103,1,Marie Curtis Park East Beach,32W,2008-07-01,680,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19104,1,Marie Curtis Park East Beach,33W,2008-07-01,770,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19105,1,Marie Curtis Park East Beach,31W,2008-07-01,850,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19106,1,Marie Curtis Park East Beach,30W,2008-07-01,2200,est,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19107,2,Sunnyside Beach,23W,2008-07-01,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19108,2,Sunnyside Beach,19W,2008-07-01,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19109,2,Sunnyside Beach,21W,2008-07-01,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19110,2,Sunnyside Beach,18W,2008-07-01,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19111,2,Sunnyside Beach,17W,2008-07-01,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19112,2,Sunnyside Beach,22W,2008-07-01,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19113,2,Sunnyside Beach,20W,2008-07-01,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19114,1,Marie Curtis Park East Beach,29W,2008-06-30,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19115,1,Marie Curtis Park East Beach,32W,2008-06-30,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19116,1,Marie Curtis Park East Beach,33W,2008-06-30,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19117,1,Marie Curtis Park East Beach,31W,2008-06-30,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19118,1,Marie Curtis Park East Beach,30W,2008-06-30,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19119,2,Sunnyside Beach,23W,2008-06-30,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19120,2,Sunnyside Beach,19W,2008-06-30,230,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19121,2,Sunnyside Beach,21W,2008-06-30,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19122,2,Sunnyside Beach,18W,2008-06-30,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19123,2,Sunnyside Beach,17W,2008-06-30,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19124,2,Sunnyside Beach,22W,2008-06-30,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19125,2,Sunnyside Beach,20W,2008-06-30,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19126,1,Marie Curtis Park East Beach,29W,2008-06-29,770,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19127,1,Marie Curtis Park East Beach,32W,2008-06-29,600,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19128,1,Marie Curtis Park East Beach,33W,2008-06-29,720,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19129,1,Marie Curtis Park East Beach,31W,2008-06-29,710,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19130,1,Marie Curtis Park East Beach,30W,2008-06-29,700,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19131,2,Sunnyside Beach,23W,2008-06-29,660,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19132,2,Sunnyside Beach,19W,2008-06-29,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19133,2,Sunnyside Beach,21W,2008-06-29,380,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19134,2,Sunnyside Beach,18W,2008-06-29,570,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19135,2,Sunnyside Beach,17W,2008-06-29,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19136,2,Sunnyside Beach,22W,2008-06-29,720,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19137,2,Sunnyside Beach,20W,2008-06-29,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19138,1,Marie Curtis Park East Beach,29W,2008-06-28,660,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19139,1,Marie Curtis Park East Beach,32W,2008-06-28,690,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19140,1,Marie Curtis Park East Beach,33W,2008-06-28,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19141,1,Marie Curtis Park East Beach,31W,2008-06-28,1250,est,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19142,1,Marie Curtis Park East Beach,30W,2008-06-28,1110,est,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19143,2,Sunnyside Beach,23W,2008-06-28,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19144,2,Sunnyside Beach,19W,2008-06-28,1460,est,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19145,2,Sunnyside Beach,21W,2008-06-28,4400,est,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19146,2,Sunnyside Beach,18W,2008-06-28,700,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19147,2,Sunnyside Beach,17W,2008-06-28,2340,est,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19148,2,Sunnyside Beach,22W,2008-06-28,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19149,2,Sunnyside Beach,20W,2008-06-28,1520,est,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19150,1,Marie Curtis Park East Beach,29W,2008-06-27,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19151,1,Marie Curtis Park East Beach,32W,2008-06-27,310,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19152,1,Marie Curtis Park East Beach,33W,2008-06-27,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19153,1,Marie Curtis Park East Beach,31W,2008-06-27,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19154,1,Marie Curtis Park East Beach,30W,2008-06-27,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19155,2,Sunnyside Beach,23W,2008-06-27,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19156,2,Sunnyside Beach,19W,2008-06-27,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19157,2,Sunnyside Beach,21W,2008-06-27,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19158,2,Sunnyside Beach,18W,2008-06-27,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19159,2,Sunnyside Beach,17W,2008-06-27,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19160,2,Sunnyside Beach,22W,2008-06-27,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19161,2,Sunnyside Beach,20W,2008-06-27,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19162,1,Marie Curtis Park East Beach,29W,2008-06-26,680,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19163,1,Marie Curtis Park East Beach,32W,2008-06-26,400,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19164,1,Marie Curtis Park East Beach,33W,2008-06-26,420,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19165,1,Marie Curtis Park East Beach,31W,2008-06-26,470,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19166,1,Marie Curtis Park East Beach,30W,2008-06-26,500,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19167,2,Sunnyside Beach,23W,2008-06-26,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19168,2,Sunnyside Beach,19W,2008-06-26,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19169,2,Sunnyside Beach,21W,2008-06-26,620,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19170,2,Sunnyside Beach,18W,2008-06-26,570,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19171,2,Sunnyside Beach,17W,2008-06-26,610,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19172,2,Sunnyside Beach,22W,2008-06-26,630,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19173,2,Sunnyside Beach,20W,2008-06-26,740,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19174,1,Marie Curtis Park East Beach,29W,2008-06-25,460,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19175,1,Marie Curtis Park East Beach,32W,2008-06-25,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19176,1,Marie Curtis Park East Beach,33W,2008-06-25,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19177,1,Marie Curtis Park East Beach,31W,2008-06-25,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19178,1,Marie Curtis Park East Beach,30W,2008-06-25,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19179,2,Sunnyside Beach,23W,2008-06-25,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19180,2,Sunnyside Beach,19W,2008-06-25,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19181,2,Sunnyside Beach,21W,2008-06-25,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19182,2,Sunnyside Beach,18W,2008-06-25,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19183,2,Sunnyside Beach,17W,2008-06-25,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19184,2,Sunnyside Beach,22W,2008-06-25,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19185,2,Sunnyside Beach,20W,2008-06-25,140,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19186,1,Marie Curtis Park East Beach,29W,2008-06-24,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19187,1,Marie Curtis Park East Beach,32W,2008-06-24,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19188,1,Marie Curtis Park East Beach,33W,2008-06-24,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19189,1,Marie Curtis Park East Beach,31W,2008-06-24,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19190,1,Marie Curtis Park East Beach,30W,2008-06-24,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19191,2,Sunnyside Beach,23W,2008-06-24,660,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19192,2,Sunnyside Beach,19W,2008-06-24,90,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19193,2,Sunnyside Beach,21W,2008-06-24,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19194,2,Sunnyside Beach,18W,2008-06-24,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19195,2,Sunnyside Beach,17W,2008-06-24,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19196,2,Sunnyside Beach,22W,2008-06-24,1800,est,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19197,2,Sunnyside Beach,20W,2008-06-24,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19198,1,Marie Curtis Park East Beach,29W,2008-06-23,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19199,1,Marie Curtis Park East Beach,32W,2008-06-23,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19200,1,Marie Curtis Park East Beach,33W,2008-06-23,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19201,1,Marie Curtis Park East Beach,31W,2008-06-23,240,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19202,1,Marie Curtis Park East Beach,30W,2008-06-23,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19203,2,Sunnyside Beach,23W,2008-06-23,390,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19204,2,Sunnyside Beach,19W,2008-06-23,250,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19205,2,Sunnyside Beach,21W,2008-06-23,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19206,2,Sunnyside Beach,18W,2008-06-23,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19207,2,Sunnyside Beach,17W,2008-06-23,440,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19208,2,Sunnyside Beach,22W,2008-06-23,450,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19209,2,Sunnyside Beach,20W,2008-06-23,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19210,1,Marie Curtis Park East Beach,29W,2008-06-22,560,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19211,1,Marie Curtis Park East Beach,32W,2008-06-22,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19212,1,Marie Curtis Park East Beach,33W,2008-06-22,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19213,1,Marie Curtis Park East Beach,31W,2008-06-22,260,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19214,1,Marie Curtis Park East Beach,30W,2008-06-22,400,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19215,2,Sunnyside Beach,23W,2008-06-22,440,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19216,2,Sunnyside Beach,19W,2008-06-22,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19217,2,Sunnyside Beach,21W,2008-06-22,210,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19218,2,Sunnyside Beach,18W,2008-06-22,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19219,2,Sunnyside Beach,17W,2008-06-22,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19220,2,Sunnyside Beach,22W,2008-06-22,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19221,2,Sunnyside Beach,20W,2008-06-22,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19222,2,Sunnyside Beach,23W,2008-06-21,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19223,2,Sunnyside Beach,19W,2008-06-21,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19224,2,Sunnyside Beach,21W,2008-06-21,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19225,2,Sunnyside Beach,18W,2008-06-21,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19226,2,Sunnyside Beach,17W,2008-06-21,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19227,2,Sunnyside Beach,22W,2008-06-21,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19228,2,Sunnyside Beach,20W,2008-06-21,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19229,1,Marie Curtis Park East Beach,29W,2008-06-20,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19230,1,Marie Curtis Park East Beach,32W,2008-06-20,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19231,1,Marie Curtis Park East Beach,33W,2008-06-20,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19232,1,Marie Curtis Park East Beach,31W,2008-06-20,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19233,1,Marie Curtis Park East Beach,30W,2008-06-20,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19234,2,Sunnyside Beach,23W,2008-06-20,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19235,2,Sunnyside Beach,19W,2008-06-20,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19236,2,Sunnyside Beach,21W,2008-06-20,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19237,2,Sunnyside Beach,18W,2008-06-20,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19238,2,Sunnyside Beach,17W,2008-06-20,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19239,2,Sunnyside Beach,22W,2008-06-20,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19240,2,Sunnyside Beach,20W,2008-06-20,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19241,1,Marie Curtis Park East Beach,29W,2008-06-19,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19242,1,Marie Curtis Park East Beach,32W,2008-06-19,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19243,1,Marie Curtis Park East Beach,33W,2008-06-19,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19244,1,Marie Curtis Park East Beach,31W,2008-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19245,1,Marie Curtis Park East Beach,30W,2008-06-19,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19246,2,Sunnyside Beach,23W,2008-06-19,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19247,2,Sunnyside Beach,19W,2008-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19248,2,Sunnyside Beach,21W,2008-06-19,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19249,2,Sunnyside Beach,18W,2008-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19250,2,Sunnyside Beach,17W,2008-06-19,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19251,2,Sunnyside Beach,22W,2008-06-19,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19252,2,Sunnyside Beach,20W,2008-06-19,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19253,1,Marie Curtis Park East Beach,29W,2008-06-18,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19254,1,Marie Curtis Park East Beach,32W,2008-06-18,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19255,1,Marie Curtis Park East Beach,33W,2008-06-18,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19256,1,Marie Curtis Park East Beach,31W,2008-06-18,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19257,1,Marie Curtis Park East Beach,30W,2008-06-18,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19258,2,Sunnyside Beach,23W,2008-06-18,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19259,2,Sunnyside Beach,19W,2008-06-18,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19260,2,Sunnyside Beach,21W,2008-06-18,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19261,2,Sunnyside Beach,18W,2008-06-18,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19262,2,Sunnyside Beach,17W,2008-06-18,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19263,2,Sunnyside Beach,22W,2008-06-18,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19264,2,Sunnyside Beach,20W,2008-06-18,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19265,1,Marie Curtis Park East Beach,29W,2008-06-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19266,1,Marie Curtis Park East Beach,32W,2008-06-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19267,1,Marie Curtis Park East Beach,33W,2008-06-17,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19268,1,Marie Curtis Park East Beach,31W,2008-06-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19269,1,Marie Curtis Park East Beach,30W,2008-06-17,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19270,2,Sunnyside Beach,23W,2008-06-17,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19271,2,Sunnyside Beach,19W,2008-06-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19272,2,Sunnyside Beach,21W,2008-06-17,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19273,2,Sunnyside Beach,18W,2008-06-17,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19274,2,Sunnyside Beach,17W,2008-06-17,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19275,2,Sunnyside Beach,22W,2008-06-17,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19276,2,Sunnyside Beach,20W,2008-06-17,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19277,1,Marie Curtis Park East Beach,29W,2008-06-16,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19278,1,Marie Curtis Park East Beach,32W,2008-06-16,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19279,1,Marie Curtis Park East Beach,33W,2008-06-16,580,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19280,1,Marie Curtis Park East Beach,31W,2008-06-16,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19281,1,Marie Curtis Park East Beach,30W,2008-06-16,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19282,2,Sunnyside Beach,23W,2008-06-16,880,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19283,2,Sunnyside Beach,19W,2008-06-16,360,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19284,2,Sunnyside Beach,21W,2008-06-16,440,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19285,2,Sunnyside Beach,18W,2008-06-16,410,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19286,2,Sunnyside Beach,17W,2008-06-16,520,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19287,2,Sunnyside Beach,22W,2008-06-16,700,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19288,2,Sunnyside Beach,20W,2008-06-16,380,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
19289,1,Marie Curtis Park East Beach,29W,2008-06-15,310,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
19290,1,Marie Curtis Park East Beach,32W,2008-06-15,190,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
19291,1,Marie Curtis Park East Beach,33W,2008-06-15,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
19292,1,Marie Curtis Park East Beach,31W,2008-06-15,200,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
19293,1,Marie Curtis Park East Beach,30W,2008-06-15,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
19294,2,Sunnyside Beach,23W,2008-06-15,490,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
19295,2,Sunnyside Beach,19W,2008-06-15,310,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
19296,2,Sunnyside Beach,21W,2008-06-15,600,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
19297,2,Sunnyside Beach,18W,2008-06-15,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
19298,2,Sunnyside Beach,17W,2008-06-15,450,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
19299,2,Sunnyside Beach,22W,2008-06-15,520,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
19300,2,Sunnyside Beach,20W,2008-06-15,860,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
